5 2 3 2 -2.01168e-16
5 2 3 3 2.71442e-16
5 2 4 1 -1.09587e-16
5 2 4 2 1.2015e-16
5 2 4 3 3.01672e-17
5 2 4 4 2.0189e-16
5 2 5 1 -0.0719556
5 2 5 2 0.146177
5 3 1 1 -6.43944e-16
5 3 2 1 1.15254e-16
5 3 2 2 -5.85622e-16
5 3 3 1 2.68857e-17
5 3 3 2 9.80127e-17
5 3 3 3 -5.09312e-16
5 3 4 1 1.86617e-17
5 3 4 2 4.89197e-17
5 3 4 3 -5.97947e-17
5 3 4 4 -3.84089e-16
5 3 5 1 1.02186e-16
5 3 5 2 -1.57426e-16
5 3 5 3 0.0366092
5 4 1 1 9.10993e-16
5 4 2 1 -1.63961e-16
5 4 2 2 7.307e-16
5 4 3 1 1.32551e-17
5 4 3 2 -3.07258e-17
5 4 3 3 4.54219e-16
5 4 4 1 -1.70911e-17
5 4 4 2 1.45858e-17
5 4 4 3 -1.92825e-17
5 4 4 4 5.15827e-16
5 4 5 1 -0.0310058
5 4 5 2 0.0451614
5 4 5 3 -7.15573e-17
5 4 5 4 0.0586324
5 5 1 1 1.24267
5 5 2 1 -0.192025
5 5 2 2 0.984919
5 5 3 1 2.34188e-16
5 5 3 2 -1.80411e-16
5 5 3 3 0.799762
5 5 4 1 -0.0454822
5 5 4 2 -0.0480859
5 5 4 3 1.52656e-16
5 5 4 4 0.71336
5 5 5 1 4.29104e-16
5 5 5 2 -4.1304e-16
5 5 5 3 -4.762e-16
5 5 5 4 4.50525e-16
5 5 5 5 0.880159
6 1 1 1 0.0889482
6 1 2 1 0.02287
6 1 2 2 -0.0117624
6 1 3 1 -4.32055e-17
6 1 3 2 7.80626e-18
6 1 3 3 0.00537754
6 1 4 1 -0.0154116
6 1 4 2 0.0204172
6 1 4 3 3.46945e-17
6 1 4 4 0.0242811
6 1 5 1 9.39355e-17
6 1 5 2 -1.31582e-16
6 1 5 3 -2.95052e-18
6 1 5 4 -1.24005e-16
6 1 5 5 -0.00212156
6 1 6 1 0.0196698
6 2 1 1 0.140696
6 2 2 1 0.00174812
6 2 2 2 -0.00574258
6 2 3 1 2.60209e-18
6 2 3 2 5.55112e-17
6 2 3 3 -0.0436424
6 2 4 1 0.0182571
6 2 4 2 -0.00254997
6 2 4 3 -2.35922e-16
6 2 4 4 -0.0135724
6 2 5 1 -1.36539e-16
6 2 5 2 1.46722e-16
6 2 5 3 6.33938e-18
6 2 5 4 2.54566e-16
6 2 5 5 0.0376578
6 2 6 1 -0.0217738
6 2 6 2 0.0830397
6 3 1 1 -2.85091e-16
6 3 2 1 1.99493e-17
6 3 2 2 -1.8735e-16
6 3 3 1 0.0107931
6 3 3 2 -0.0694188
6 3 3 3 9.02056e-17
6 3 4 1 -1.34441e-17
6 3 4 2 -1.21431e-16
6 3 4 3 0.0169775
6 3 4 4 3.48679e-16
6 3 5 1 -2.10468e-17
6 3 5 2 5.99424e-17
6 3 5 3 -3.20471e-17
6 3 5 4 1.66736e-17
6 3 5 5 9.71445e-17
6 3 6 1 -8.67362e-18
6 3 6 2 -1.66533e-16
6 3 6 3 0.047734
6 4 1 1 -0.316543
6 4 2 1 0.0340088
6 4 2 2 -0.1737
6 4 3 1 5.50775e-17
6 4 3 2 -3.1225e-16
6 4 3 3 -0.139518
6 4 4 1 0.0208826
6 4 4 2 -0.0172956
6 4 4 3 -8.50015e-17
6 4 4 4 -0.192528
6 4 5 1 -1.48646e-16
6 4 5 2 2.40804e-16
6 4 5 3 8.88724e-17
6 4 5 4 -7.06308e-18
6 4 5 5 -0.180064
6 4 6 1 0.000558243
6 4 6 2 -0.0331977
6 4 6 3 2.11636e-16
6 4 6 4 0.0711661
6 5 1 1 2.03497e-15
6 5 2 1 -2.62952e-16
6 5 2 2 1.32636e-15
6 5 3 1 -9.38222e-19
6 5 3 2 -3.93889e-18
6 5 3 3 1.07691e-15
6 5 4 1 -1.695e-16
6 5 4 2 1.60334e-16
6 5 4 3 1.46005e-17
6 5 4 4 1.1605e-15
6 5 5 1 -0.0140492
6 5 5 2 0.0294821
6 5 5 3 -4.85723e-17
6 5 5 4 -0.00772196
6 5 5 5 1.36279e-15
6 5 6 1 -1.67952e-17
6 5 6 2 1.87609e-16
6 5 6 3 2.3712e-18
6 5 6 4 -3.46014e-16
6 5 6 5 0.0152216
6 6 1 1 0.466097
6 6 2 1 -0.0901994
6 6 2 2 0.469937
6 6 3 1 9.54098e-17
6 6 3 2 -1.249e-16
6 6 3 3 0.37738
6 6 4 1 0.00123189
6 6 4 2 -0.0787455
6 6 4 3 3.1572e-16
6 6 4 4 0.286376
6 6 5 1 -1.26765e-17
6 6 5 2 2.43001e-16
6 6 5 3 -1.76591e-16
6 6 5 4 1.5485e-16
6 6 5 5 0.307812
6 6 6 1 -0.00269244
6 6 6 2 -0.0104824
6 6 6 3 5.55112e-16
6 6 6 4 -0.0567024
6 6 6 5 4.47165e-16
6 6 6 6 0.15959
7 1 1 1 1.84382e-17
7 1 2 1 -6.70579e-17
7 1 2 2 6.07153e-17
7 1 3 1 -0.0264683
7 1 3 2 0.0314008
7 1 3 3 -8.32667e-17
7 1 4 1 -1.64799e-17
7 1 4 2 6.07153e-18
7 1 4 3 0.0140697
7 1 4 4 8.99888e-17
7 1 5 1 -2.29532e-17
7 1 5 2 3.91674e-17
7 1 5 3 -5.30409e-17
7 1 5 4 1.26179e-17
7 1 5 5 6.07153e-17
7 1 6 1 2.1684e-18
7 1 6 2 1.99493e-17
7 1 6 3 0.00498585
7 1 6 4 -5.63785e-18
7 1 6 5 1.3187e-17
7 1 6 6 -9.71445e-17
7 1 7 1 0.0207113
7 2 1 1 -2.44e-16
7 2 2 1 4.11997e-17
7 2 2 2 -2.91434e-16
7 2 3 1 0.0168076
7 2 3 2 0.000807449
7 2 3 3 6.52256e-16
7 2 4 1 6.07153e-18
7 2 4 2 -3.46945e-17
7 2 4 3 -0.0373053
7 2 4 4 -3.05311e-16
7 2 5 1 5.7109e-17
7 2 5 2 -1.40108e-16
7 2 5 3 1.37886e-16
7 2 5 4 -2.50625e-17
7 2 5 5 -1.11022e-16
7 2 6 1 -9.54098e-18
7 2 6 2 -5.55112e-17
7 2 6 3 -0.0346585
7 2 6 4 -5.89806e-17
7 2 6 5 -3.49701e-17
7 2 6 6 1.52656e-16
7 2 7 1 -0.0207461
7 2 7 2 0.0530939
7 3 1 1 -0.391333
7 3 2 1 0.0313011
7 3 2 2 -0.162732
7 3 3 1 -1.5439e-16
7 3 3 2 4.30211e-16
7 3 3 3 -0.15787
7 3 4 1 0.0239779
7 3 4 2 -0.0436097
7 3 4 3 6.245e-17
7 3 4 4 -0.179866
7 3 5 1 -7.29663e-17
7 3 5 2 1.73483e-16
7 3 5 3 7.93448e-17
7 3 5 4 -1.75803e-16
7 3 5 5 -0.205933
7 3 6 1 0.00355687
7 3 6 2 -0.0528913
7 3 6 3 0
7 3 6 4 0.0737718
7 3 6 5 -4.38754e-16
7 3 6 6 -0.0414005
7 3 7 1 -1.99493e-17
7 3 7 2 1.17961e-16
7 3 7 3 0.120585
7 4 1 1 -2.17274e-16
7 4 2 1 -1.64799e-17
7 4 2 2 -1.11022e-16
7 4 3 1 0.0250473
7 4 3 2 -0.0726168
7 4 3 3 -2.87964e-16
7 4 4 1 6.78711e-17
7 4 4 2 -5.0307e-17
7 4 4 3 -0.0113014
7 4 4 4 -3.20056e-16
7 4 5 1 -8.78499e-19
7 4 5 2 1.8351e-17
7 4 5 3 -4.30396e-17
7 4 5 4 -2.19788e-17
7 4 5 5 -2.22045e-16
7 4 6 1 3.03577e-17
7 4 6 2 -1.9082e-16
7 4 6 3 0.0269923
7 4 6 4 -8.67362e-18
7 4 6 5 2.73318e-18
7 4 6 6 8.32667e-17
7 4 7 1 -0.0110253
7 4 7 2 0.000196669
7 4 7 3 4.85723e-17
7 4 7 4 0.0328516
7 5 1 1 -6.00804e-16
7 5 2 1 1.1193e-16
7 5 2 2 -5.51137e-16
7 5 3 1 -9.31969e-17
7 5 3 2 2.84866e-16
7 5 3 3 -4.17045e-16
7 5 4 1 1.7852e-17
7 5 4 2 4.52684e-17
7 5 4 3 -5.48769e-17
7 5 4 4 -3.72782e-16
7 5 5 1 4.63496e-17
7 5 5 2 -9.67108e-17
7 5 5 3 -0.0213589
7 5 5 4 -4.0766e-17
7 5 5 5 -4.68162e-16
7 5 6 1 6.60972e-18
7 5 6 2 -2.78833e-17
7 5 6 3 -1.31101e-16
7 5 6 4 9.15854e-17
7 5 6 5 -3.03577e-18
7 5 6 6 -1.70177e-16
7 5 7 1 3.59301e-17
7 5 7 2 1.72965e-17
7 5 7 3 1.10675e-16
7 5 7 4 -6.72134e-17
7 5 7 5 0.014158
7 6 1 1 2.64871e-16
7 6 2 1 1.21431e-17
7 6 2 2 -2.01228e-16
7 6 3 1 0.0166467
7 6 3 2 -0.0717029
7 6 3 3 -2.42861e-16
7 6 4 1 -2.55872e-17
7 6 4 2 -4.85723e-17
7 6 4 3 0.0257901
7 6 4 4 2.46331e-16
7 6 5 1 -1.14933e-18
7 6 5 2 1.0574e-17
7 6 5 3 -1.1368e-16
7 6 5 4 4.2112e-18
7 6 5 5 1.11022e-16
7 6 6 1 -8.67362e-18
7 6 6 2 -1.66533e-16
7 6 6 3 0.0251187
7 6 6 4 1.31839e-16
7 6 6 5 -8.00977e-18
7 6 6 6 5.68989e-16
7 6 7 1 -0.00165469
7 6 7 2 -0.0180097
7 6 7 3 1.04083e-16
7 6 7 4 0.0137627
7 6 7 5 -4.80289e-17
7 6 7 6 0.0271928
7 7 1 1 0.509759
7 7 2 1 -0.0884981
7 7 2 2 0.465675
7 7 3 1 -3.38271e-17
7 7 3 2 4.78784e-16
7 7 3 3 0.406337
7 7 4 1 -0.0141733
7 7 4 2 -0.0488439
7 7 4 3 7.28584e-17
7 7 4 4 0.308384
7 7 5 1 5.86978e-17
7 7 5 2 9.66052e-17
7 7 5 3 -1.65696e-16
7 7 5 4 1.71733e-16
7 7 5 5 0.328355
7 7 6 1 0.00442737
7 7 6 2 -0.0194176
7 7 6 3 -8.32667e-17
7 7 6 4 -0.0590709
7 7 6 5 4.49431e-16
7 7 6 6 0.153477
7 7 7 1 4.0766e-17
7 7 7 2 9.02056e-17
7 7 7 3 -0.0674128
7 7 7 4 -1.14492e-16
7 7 7 5 -1.89077e-16
7 7 7 6 9.02056e-17
7 7 7 7 0.168681
